,Food name,Measure,Weight,Energy,Energy.1,Protein,Carbohydrate,Total Sugar,Total Fat,Saturated Fat,Monounsaturated Fat,Polyunsaturated Fat,Cholesterol,Calcium,Iron,Sodium,Potassium,Magnesium,Phosphorus,Vitamin A,Lycopene,Folate,DHA,EPA,Vitamin D,Vitamin B12,Vitamin E,Trans Fat,Vitamin C,Dietary Folate Equivalents,Thiamin,Riboflavin,Niacin,Beta carotene,Caffeine,Alcohol,Total Daietary Fibre,Total Dietary Fibre,Folate ,Trans fats,Monounsaturated fat,Polyunsaturated fat,Protei, Folate
553,"Parmesan, grated",15mL,6.0,27.0,114.0,2.0,0.0,0.0,2.0,1.1,0.0,0.0,6.0,70.0,0.1,97.0,8.0,2.0,46.0,8.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
554,"Processed cheese food, thin slices",1,21.0,78.0,327.0,5.0,0.0,0.0,7.0,4.1,0.0,0.0,20.0,115.0,0.0,310.0,35.0,6.0,107.0,53.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
555,"Processed cheese food, thin slices, light",1,21.0,50.0,209.0,4.0,2.0,2.0,3.0,1.8,0.0,0.0,11.0,110.0,0.0,331.0,69.0,7.0,173.0,53.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
556,Processed cheese spread (Cheez WhizTM),30mL,31.0,90.0,375.0,5.0,3.0,0.0,7.0,4.1,0.0,0.0,17.0,174.0,0.1,503.0,75.0,9.0,271.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
557,"Processed cheese spread, light (Light Cheez WhizTM)",30mL,31.0,69.0,287.0,6.0,4.0,3.0,3.0,2.2,0.0,0.0,13.0,178.0,0.0,491.0,107.0,9.0,317.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,"Ricotta cheese, partly skimmed milk",125mL,131.0,181.0,756.0,15.0,7.0,0.0,10.0,6.5,0.0,0.0,41.0,356.0,0.6,164.0,164.0,20.0,240.0,140.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
559,"Romano, grated",15mL,6.0,25.0,103.0,2.0,0.0,0.0,2.0,1.1,0.0,0.0,7.0,67.0,0.0,76.0,5.0,3.0,48.0,6.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,Swiss (Emmental),50g,50.0,190.0,795.0,13.0,3.0,1.0,14.0,8.9,0.0,0.0,46.0,396.0,0.1,96.0,39.0,19.0,284.0,110.0,0.0,0.0,0.0,0.0,0.6,1.67,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
561,"Swiss, processed, thin slices",1,21.0,70.0,291.0,5.0,0.0,0.0,5.0,3.3,0.0,0.0,18.0,161.0,0.1,285.0,45.0,6.0,159.0,41.0,0.0,0.0,0.0,0.0,0.2,0.26,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
562,"Half and half, 10% M.F.",15mL,15.0,18.0,76.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,16.0,0.0,6.0,20.0,2.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,"Sour cream, 14% M.F.",15mL,15.0,22.0,93.0,0.0,1.0,0.0,2.0,1.3,0.0,0.0,6.0,16.0,0.0,6.0,19.0,1.0,14.0,17.0,0.0,0.0,0.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
564,"Sour cream, light, 5% M.F.",15mL,16.0,21.0,89.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,6.0,22.0,0.0,11.0,33.0,2.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
565,"Table cream (coffee cream), 18% M.F.",15mL,15.0,28.0,118.0,0.0,1.0,0.0,3.0,1.7,0.0,0.0,9.0,15.0,0.0,6.0,19.0,1.0,13.0,25.0,0.0,0.0,0.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,"Whipped, pressurized",60mL,15.0,39.0,164.0,0.0,2.0,1.0,3.0,2.1,0.0,0.0,12.0,15.0,0.0,20.0,22.0,2.0,14.0,29.0,0.0,0.0,0.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,"Whipping cream, 35% M.F., not whipped",15mL,15.0,49.0,207.0,0.0,0.0,0.0,5.0,3.3,0.0,0.0,19.0,10.0,0.0,5.0,12.0,1.0,9.0,62.0,0.0,0.0,0.0,0.0,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
568,"Whipping cream, 35% M.F., sweetened, whipped",60mL,30.0,100.0,419.0,1.0,3.0,2.0,10.0,6.2,0.0,0.0,36.0,19.0,0.0,10.0,23.0,2.0,17.0,117.0,0.0,0.0,0.0,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
569,"Coffee whitener, frozen liquid",15mL,15.0,21.0,87.0,0.0,2.0,2.0,2.0,0.3,0.0,0.0,0.0,1.0,0.0,12.0,29.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,"Coffee whitener, powdered",5mL,2.0,11.0,45.0,0.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,"Coffee whitener, powdered, light",5mL,2.0,9.0,36.0,0.0,1.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,"Dessert topping, frozen",60mL,19.0,60.0,253.0,0.0,4.0,4.0,5.0,4.1,0.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,"Dessert topping, frozen, low fat",60mL,19.0,42.0,175.0,1.0,4.0,4.0,2.0,2.1,0.0,0.0,0.0,14.0,0.0,14.0,19.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
574,"Dessert topping, powdered, prepared with 2% M.F. milk",60mL,20.0,37.0,153.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,19.0,0.0,12.0,31.0,2.0,18.0,9.0,0.0,0.0,0.0,0.0,0.2,0.07,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
575,"Dessert topping, pressurized",60mL,18.0,47.0,196.0,0.0,3.0,3.0,4.0,3.4,0.0,0.0,0.0,1.0,0.0,11.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,"All flavours, instant, from mix, prepared with 2% milk",125mL,139.0,149.0,623.0,4.0,27.0,23.0,3.0,1.6,0.0,0.0,9.0,141.0,0.2,391.0,206.0,18.0,307.0,65.0,0.0,0.0,0.0,0.0,1.3,0.54,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
577,"Chocolate, ready-to-eat",1 container,99.0,138.0,575.0,3.0,23.0,18.0,4.0,0.7,0.0,0.0,3.0,89.0,0.5,128.0,178.0,21.0,79.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
578,"Chocolate, ready-to-eat, fat-free",1 container,99.0,96.0,402.0,3.0,20.0,15.0,0.0,0.2,0.0,0.0,1.0,72.0,0.8,168.0,139.0,19.0,75.0,47.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
579,"Rice, homemade",125mL,119.0,160.0,669.0,4.0,32.0,19.0,2.0,1.2,0.0,0.0,7.0,115.0,0.3,55.0,211.0,18.0,112.0,51.0,0.0,0.0,0.0,0.0,1.0,0.24,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
580,"Rice, ready-to-eat",1 container,99.0,161.0,675.0,2.0,22.0,0.0,7.0,1.2,0.0,0.0,1.0,51.0,0.3,84.0,59.0,8.0,67.0,25.0,0.0,0.0,0.0,0.0,0.1,0.21,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
581,"Tapioca, ready-to-eat",1 container,99.0,118.0,493.0,2.0,19.0,18.0,4.0,0.6,0.0,0.0,1.0,83.0,0.2,157.0,95.0,8.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
582,"Tapioca, ready-to-eat, fat-free",1 container,99.0,88.0,368.0,2.0,20.0,16.0,0.0,0.0,0.0,0.0,1.0,50.0,0.3,210.0,52.0,5.0,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
583,"Vanilla, ready-to-eat",1 container,99.0,128.0,534.0,2.0,22.0,20.0,4.0,0.6,0.0,0.0,7.0,87.0,0.1,134.0,112.0,8.0,67.0,6.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,"Vanilla, ready-to-eat, fat-free",1 container,99.0,92.0,385.0,2.0,22.0,16.0,0.0,0.0,0.0,0.0,1.0,59.0,0.4,211.0,71.0,7.0,49.0,40.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
585,"Biscuit, plain or buttermilk, fast food",1,51.0,186.0,776.0,3.0,25.0,2.0,8.0,1.3,0.0,0.0,1.0,25.0,1.7,537.0,114.0,9.0,219.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,2.4,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
586,"Biscuit, plain or buttermilk, from mix, baked",1,30.0,97.0,404.0,2.0,14.0,3.0,4.0,1.0,0.0,0.0,2.0,54.0,0.6,273.0,55.0,7.0,136.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11,1.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
587,"Biscuit, plain or buttermilk, homemade",1,60.0,212.0,888.0,4.0,27.0,1.0,10.0,2.6,0.0,0.0,2.0,141.0,1.7,348.0,73.0,11.0,98.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.19,2.6,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
588,"Biscuit, plain, refrigerated dough, baked",1,27.0,93.0,391.0,2.0,13.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,0.7,325.0,42.0,4.0,104.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,1.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
589,"Croissant, butter",1,57.0,231.0,968.0,5.0,26.0,6.0,12.0,6.6,0.0,0.0,38.0,21.0,1.2,424.0,67.0,9.0,60.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.14,2.2,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
590,"Muffin, blueberry, from mix, prepared",1,54.0,149.0,623.0,3.0,24.0,0.0,5.0,1.2,0.0,0.0,32.0,14.0,0.6,216.0,41.0,6.0,93.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.17,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,"Muffin, bran, from mix, prepared",1,55.0,159.0,666.0,4.0,27.0,0.0,5.0,1.4,0.0,0.0,32.0,18.0,1.5,271.0,84.0,33.0,189.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.13,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,"Muffin, bran, homemade",1,57.0,199.0,833.0,4.0,32.0,13.0,8.0,0.9,0.0,0.0,23.0,82.0,2.3,242.0,363.0,80.0,129.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.16,3.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0
593,"Muffin, carrot, commercial",1,113.0,344.0,1439.0,7.0,49.0,17.0,14.0,1.6,0.0,0.0,34.0,100.0,2.2,396.0,208.0,18.0,117.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.31,4.1,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0
594,"Muffin, chocolate chip, commercial",1,113.0,366.0,1530.0,8.0,53.0,16.0,14.0,5.3,0.0,0.0,37.0,116.0,2.9,341.0,192.0,34.0,147.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.35,4.6,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0
595,"Muffin, fruit, commercial",1,113.0,313.0,1309.0,6.0,54.0,22.0,7.0,1.6,0.0,0.0,34.0,64.0,1.8,505.0,139.0,18.0,223.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.14,2.5,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0
596,"Muffin, fruit, homemade",1,57.0,162.0,679.0,4.0,23.0,0.0,6.0,1.2,0.0,0.0,21.0,108.0,1.3,251.0,70.0,9.0,83.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.16,2.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
597,"Breakfast bar, Oatmeal to GoTM",1,47.0,197.0,825.0,3.0,33.0,10.0,5.0,0.9,0.0,0.0,0.0,17.0,4.2,202.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,1.7,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0
598,"Cereal bar, fruit filled, Nutri-GrainTM",1,37.0,135.0,566.0,2.0,26.0,14.0,3.0,0.5,0.0,0.0,0.0,17.0,0.6,96.0,72.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.8,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
599,"Chocolate chip, commercial",2,20.0,98.0,409.0,1.0,13.0,7.0,5.0,1.5,0.0,0.0,0.0,7.0,0.7,59.0,30.0,10.0,23.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.7,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
600,"Chocolate chip, homemade",2,32.0,156.0,653.0,2.0,19.0,0.0,9.0,2.6,0.0,0.0,10.0,12.0,0.8,116.0,72.0,18.0,32.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.8,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
601,"Chocolate chip, refrigerated dough, baked",2,24.0,118.0,494.0,1.0,16.0,0.0,5.0,1.9,0.0,0.0,6.0,7.0,0.6,56.0,48.0,6.0,18.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.7,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
602,Chocolate coated marshmallow,2,30.0,129.0,541.0,1.0,21.0,14.0,4.0,2.2,0.0,0.0,0.0,6.0,0.9,46.0,43.0,11.0,29.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
603,Chocolate sandwich,2,20.0,93.0,390.0,1.0,14.0,8.0,4.0,1.8,0.0,0.0,0.0,4.0,2.1,97.0,37.0,10.0,18.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.8,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
604,"Coconut macaroons, homemade",2,48.0,194.0,811.0,2.0,35.0,34.0,6.0,5.4,0.0,0.0,0.0,3.0,0.4,119.0,75.0,10.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.4,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
605,Fig,2,32.0,111.0,466.0,1.0,23.0,15.0,2.0,0.4,0.0,0.0,0.0,20.0,0.9,112.0,66.0,9.0,20.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.8,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
606,Ginger snaps,2,14.0,58.0,244.0,1.0,11.0,3.0,1.0,0.3,0.0,0.0,0.0,11.0,0.9,92.0,48.0,7.0,12.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.6,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
607,"Graham crackers, plain or honey",2,14.0,59.0,248.0,1.0,11.0,4.0,1.0,0.2,0.0,0.0,0.0,3.0,0.5,85.0,19.0,4.0,15.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.8,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
608,"Granola bar, hard, chocolate chip",1,24.0,105.0,440.0,2.0,17.0,0.0,4.0,2.7,0.0,0.0,0.0,18.0,0.7,83.0,60.0,17.0,49.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.7,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0
609,"Granola bar, hard, plain",1,25.0,118.0,493.0,3.0,16.0,0.0,5.0,0.6,0.0,0.0,0.0,15.0,0.7,74.0,84.0,24.0,69.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,1.1,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0
610,"Granola bar, soft, chocolate chip, graham and marshmallow",1,26.0,109.0,454.0,1.0,20.0,6.0,3.0,0.6,0.0,0.0,0.0,6.0,0.6,90.0,48.0,18.0,53.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
611,"Granola bar, soft, nuts and raisins",1,28.0,127.0,532.0,2.0,18.0,0.0,6.0,2.7,0.0,0.0,0.0,24.0,0.6,71.0,110.0,25.0,67.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,1.2,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0
612,"Granola bar, soft, peanut butter, chocolate coated",1,37.0,188.0,788.0,4.0,20.0,0.0,12.0,6.3,0.0,0.0,4.0,40.0,0.5,71.0,125.0,25.0,84.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
613,"Granola bar, soft, plain",1,28.0,124.0,519.0,2.0,19.0,0.0,5.0,2.0,0.0,0.0,0.0,29.0,0.7,78.0,91.0,21.0,64.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.6,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0
614,Molasses,2,30.0,129.0,539.0,2.0,22.0,5.0,4.0,1.0,0.0,0.0,0.0,22.0,1.9,138.0,104.0,16.0,29.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,1.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
615,"Muffin bar (Hop&GoTM, Sweet MorningsTM)",1,50.0,178.0,746.0,2.0,30.0,18.0,6.0,1.0,0.0,0.0,20.0,7.0,0.8,175.0,64.0,7.0,26.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
616,"Oatmeal, with raisins, commercial",2,26.0,117.0,489.0,2.0,18.0,6.0,5.0,1.2,0.0,0.0,0.0,10.0,0.7,100.0,37.0,9.0,36.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,1.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
617,"Oatmeal, without raisins, homemade",2,30.0,134.0,561.0,2.0,20.0,0.0,5.0,1.1,0.0,0.0,11.0,32.0,0.8,179.0,55.0,13.0,50.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.8,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
618,Peanut butter sandwich,2,28.0,134.0,560.0,2.0,18.0,10.0,6.0,1.4,0.0,0.0,0.0,15.0,0.7,103.0,54.0,14.0,53.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,1.6,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
619,"Peanut butter, homemade",2,40.0,190.0,794.0,4.0,24.0,0.0,10.0,1.8,0.0,0.0,12.0,16.0,0.9,207.0,92.0,16.0,46.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,2.1,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
620,"Shortbread, commercial, plain",2,16.0,80.0,336.0,1.0,10.0,2.0,4.0,1.0,0.0,0.0,3.0,6.0,0.4,73.0,16.0,3.0,17.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.8,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
621,"Shortbread, homemade",2,33.0,185.0,773.0,2.0,19.0,7.0,12.0,7.3,0.0,0.0,31.0,6.0,0.7,130.0,20.0,4.0,20.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,1.3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
622,Social TeaTM,2,10.0,45.0,187.0,1.0,7.0,1.0,1.0,0.3,0.0,0.0,0.0,4.0,0.3,39.0,10.0,2.0,11.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
623,"Sugar cookies, commercial",2,30.0,143.0,600.0,2.0,20.0,11.0,6.0,1.6,0.0,0.0,15.0,6.0,0.6,107.0,19.0,4.0,24.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,1.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
624,"Sugar cookies, homemade",2,32.0,142.0,592.0,2.0,25.0,16.0,4.0,1.1,0.0,0.0,8.0,18.0,0.6,72.0,23.0,3.0,23.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
